Cost name	Cost subcategory	Item	Units	Unit cost	Default value (2022 USD)	Reference	URL
"Virus culture, serology, and PCR recurring"	Virus culture	Sterile well plates (case of 100)	100	$617.00 	"$61,700.00 "	"Cost of Corning® 96 well plates, clear flat bottom, with generic barcode, polystyrene, high binding, without lid, sterile ($617.00/pack of 100)"	https://www.sigmaaldrich.com/US/en/product/sigma/cls9018bc
"Virus culture, serology, and PCR recurring"	Virus culture	Sterile Sealing Plate Film (case of 100)	100	$99.40 	"$9,940.00 "	"Cost of Sterile Sealing Plate Film, 7.94 cm × 14.1 cm, 100-pk  ($99.40/100 pack)"	https://www.ibisscientific.com/sterile-sealing-plate-film-7-94-cm-14-1-cm-100-pk/
"Virus culture, serology, and PCR recurring"	Virus culture	Phosphate-buffered saline (50mL)	100	$23.50 	"$2,350.00 "	"Cost of Cytiva HyClone™ Phosphate Buffered Saline (PBS), $23.20 / 500 mL"	https://www.fishersci.com/shop/products/hyclone-phosphate-buffered-saline-pbs-9/SH3025601
"Virus culture, serology, and PCR recurring"	Virus culture	Penicillin/streptomycin (100mL)	50	$145.00 	"$7,250.00 "	Cost of Penicillin/Streptomicin 100X (100mL)	https://www.abbexa.com/penicillinstreptomicin-100x
"Virus culture, serology, and PCR recurring"	Virus culture	Phenol red (case of 20 x 100mL)	50	$278.00 	"$13,900.00 "	"Cost of  Gibco™ Trypsin-EDTA (0.25%), phenol red ($278.00 / Case of 20)"	https://www.fishersci.com/shop/products/gibco-trypsin-edta-0-25-phenol-red/25200114
"Virus culture, serology, and PCR recurring"	Virus culture	"Pipette tips (ART), 2-20 uL (case of 960)"	25	$236.50 	"$5,912.50 "	"Cost of ART 10, Filtered, Sterile, Lift-off Lid Rack (Pack of 960 for $236.50)"	https://www.fishersci.com/shop/products/art-barrier-pipette-tips-lift-off-lid-rack-13/p-7113821#?keyword=
"Virus culture, serology, and PCR recurring"	Virus culture	"Pipette tips (ART), 10-200 uL (case of 960)"	25	$236.50 	"$5,912.50 "	"Cost of ART 100, Filtered, Sterile, Lift-off Lid Rack (Pack of 960 for $236.50)"	https://www.fishersci.com/shop/products/art-barrier-pipette-tips-lift-off-lid-rack-13/p-7113821#?keyword=
"Virus culture, serology, and PCR recurring"	Virus culture	"Pipette tips (ART), 200-1000 uL (case of 800)"	25	$287.50 	"$7,187.50 "	"Cost of ART 1000E, Filtered, Sterile, Lift-off Lid Rack (Pack of 800 for $287.50)"	https://www.fishersci.com/shop/products/art-barrier-pipette-tips-lift-off-lid-rack-13/p-7113821#?keyword=
"Virus culture, serology, and PCR recurring"	Virus culture	Fetal bovine serum (500 mL)	100	$597.00 	"$59,700.00 "	"Cost of  Fisherbrand™ Research Grade Fetal Bovine Serum, Canadian Sourced ( $597.00 / 500 mL)"	https://www.fishersci.com/shop/products/research-grade-fetal-bovine-serum-canadian-sourced/FB12999102
"Virus culture, serology, and PCR recurring"	Virus culture	Sodium bicarbonate (1 kg)	25	$76.20 	"$1,905.00 "	"Cost of Sodium bicarbonate, 99.7+%, ACS reagent, Thermo Scientific™ (1kg)"	https://www.fishersci.com/shop/products/sodium-bicarbonate-99-7-acs-reagent-thermo-scientific/AC424270010#
"Virus culture, serology, and PCR recurring"	Virus culture	Trypan blue (100 mL)	100	$33.40 	"$3,340.00 "	Cost of  Corning™ Trypan Blue (100mL)	https://www.fishersci.com/shop/products/corning-cellgro-trypan-blue/MT25900CI#?keyword=Trypan%20blue
"Virus culture, serology, and PCR recurring"	Virus culture	"Trypsin, lyophilized (5 x 20 μg)"	100	$131.90 	"$13,190.00 "	"Cost of Promega Sequencing Grade Modified Trypsin, Lyophilized (5 x 20 μg)"	https://www.fishersci.com/shop/products/promega-sequencing-grade-modified-trypsin-lyophilized/PRV5111#?keyword=Trypsin%20lyophilized
"Virus culture, serology, and PCR recurring"	Virus culture	15 mL centrifuge tubes - chloroform resistant (500)	20	$282.00 	"$5,640.00 "	Cost of  Globe Scientific 15 mL Centrifuge Tubes ($282.00 / Case of 500)	https://www.fishersci.com/shop/products/15-ml-centrifuge-tubes/22171713#
"Virus culture, serology, and PCR recurring"	Virus culture	Versene (EDTA) (100 mL)	100	$13.93 	"$1,393.00 "	Cost of Cost of  Gibco™ Versene Solution ($13.93/0.48 mM)	https://www.fishersci.com/shop/products/gibco-versene-solution/15040066#
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Reagent-grade water purification system (large scale)	1	"$16,025.00 "	"$16,025.00 "	Cost of Thermo Scientific™ Barnstead™ LabTower™ TII Water Purification System	https://www.fishersci.com/shop/products/barnstead-labtower-tii/p-4531511
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Hot air oven	2	"$1,282.00 "	"$2,564.00 "	Cost of  Quincy Lab Digital Air Forced (AFE) Lab Ovens	https://www.fishersci.com/shop/products/digital-laboratory-forced-air-ovens/S13046
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Vacuum pump	4	"$2,080.00 "	"$8,320.00 "	"Cost of  Sartorius Traditional Vacuum Pumps (22.5 cm, 220 V 50 Hz)"	https://www.fishersci.com/shop/products/sartorius-traditional-vacuum-pumps-5/p-4903933#?keyword=Vacuum%20pump
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Autoclave for clean items	2	"$12,330.00 "	"$24,660.00 "	Cost of  Fisherbrand™ SterilElite 40 L Tabletop Autoclave 	https://www.fishersci.com/shop/products/sterilelite-40-l-tabletop-autoclave/STE4022009#?keyword=autoclave
Laboratory facility equipment (essential)	Laboratory biosafety - Physical infrastructure	Autoclave gloves (case of 12)	1	"$1,089.07 "	"$1,089.07 "	"Cost of Bel-Art™ SP Scienceware™ Clavies™ Heat-Resistant Biohazard Autoclave Gloves (Case of 12 PR for $1,089.07)"	https://www.fishersci.com/shop/products/bel-art-scienceware-clavies-autoclave-gloves-2/p-144199#?keyword=Hot%20air%20oven
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Freezer (standard)	1	"$1,452.00 "	"$1,452.00 "	 Cost of Fisherbrand™ Isotemp™ Value Lab Freezer	https://www.fishersci.com/shop/products/isotemp-value-lab-freezer-3/p-6966028#?keyword=freezer
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Laboratory refrigerator	4	"$5,920.00 "	"$23,680.00 "	"Cost of Fisherbrand™ Isotemp™ General Purpose Laboratory Refrigerators ($5,920.00, 12 cu. ft.)"	https://www.fishersci.com/shop/products/sterilelite-40-l-tabletop-autoclave/STE4022009#?keyword=autoclave
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Refrigerator storage rack system	2	$192.40 	$384.80 	"Cost of Fisherbrand™ Refrigerator/Freezer Storage Racks, various sizes"	https://www.fishersci.com/shop/products/fisherbrand-refrigerator-freezer-storage-racks-3/p-52819#?keyword=Freezer%20storage%20rack%20system
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Freezer (-20 C)	4	"$11,700.00 "	"$46,800.00 "	"Cost of Thermo Scientific™ TSX Series High-Performance -20°C Manual Defrost Freezers, 28.5 x 24 x 58 in. (72.3 x 61 x 147.3 cm)"	https://www.fishersci.com/shop/products/thermo-scientific-tsx-series-high-performance-20-c-manual-defrost-freezers/p-6962001
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Freezer (- 80 C)	4	"$14,650.00 "	"$58,600.00 "	Cost of  Thermo Scientific™ -80°C Benchtop Freezer	https://www.fishersci.com/shop/products/80-c-benchtop-freezer/13989128#
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Freezer storage rack system	12	$192.40 	"$2,308.80 "	"Cost of Fisherbrand™ Refrigerator/Freezer Storage Racks, various sizes"	https://www.fishersci.com/shop/products/fisherbrand-refrigerator-freezer-storage-racks-3/p-52819#?keyword=Freezer%20storage%20rack%20system
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Portable pH meter	4	$910.04 	"$3,640.16 "	"Cost of a portable pH meter including battery, for example, Fisherbrand™ accumet™ AP110 Portable pH Meter "	https://www.fishersci.com/shop/products/fisher-scientific-accumet-ap110-portable-ph-meter/13636AP110A#?keyword=pH%20meter
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Electronic balance	2	"$2,541.55 "	"$5,083.10 "	"Cost of an electronic balance , for example,  Sartorius Secura™ Standard Laboratory Balance (3.1kg capacity)"	https://www.fishersci.com/shop/products/secura-standard-laboratory-balance-4/p-7111705#?keyword=Electronic%20balance
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Ice machine	2	"$8,520.00 "	"$17,040.00 "	"Cost of an ice machine, for example, CurranTaylor™ Scotsman™ NUGGET Ice Maker Floor Model"	https://www.fishersci.com/shop/products/scotsman-nugget-ice-maker-floor-model-2/09540002#?keyword=ice%20machine
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Refrigerated centrifuge	2	"$11,500.00 "	"$23,000.00 "	Cost of Thermo Scientific™ Sorvall™ ST8 FR Floor-Standing Refrigerated Centrifuge 	https://www.fishersci.com/shop/products/sorvall-st8-fr-floor-standing-refrigerated-centrifuge/p-8313175#?keyword=centrifuge%20refrigerated
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Refrigerated microcentrifuge	2	"$8,148.35 "	"$16,296.70 "	Cost of Eppendorf™ Microcentrifuge 5430 with knob controller	https://www.fishersci.com/shop/products/eppendorf-microcentrifuge-5430-5430-r-9/p-4668463#
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Ultra high-speed centrifuge	1	"$40,000.00 "	"$40,000.00 "		
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Shaker	4	"$4,360.00 "	"$17,440.00 "	Cost of  Thermo Scientific™ Solaris™ Open Air Orbital Shaker  (small)	https://www.fishersci.com/shop/products/solaris-trade-2000-4000-open-air-orbital-shakers-2/p-7146038#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Thermometers	12	$147.90 	"$1,774.80 "	"Cost of digital thermometers, for example, Fisherbrand™ Traceable™ Hi-Accuracy Thermometer "	https://www.fishersci.com/shop/products/fisher-scientific-traceable-hi-accuracy-thermometer-2/p-4321131#?keyword=Thermometers
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Vortex variable mixer	4	"$1,460.00 "	"$5,840.00 "	Cost of  Corning™ LSE™ Multiposition Digital Vortexer 	https://www.fishersci.com/shop/products/lse-multiposition-digital-vortexer/p-8677001#?keyword=Vortex%20variable%20mixer
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Water bath	4	"$3,310.00 "	"$13,240.00 "	"Cost of a water bath, for example, Thermo Scientific™ Precision™ Coliform Water Baths"	https://www.fishersci.com/shop/products/precision-coliform-water-baths/p-6447043#?keyword=water%20bath
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Magnetic stirrer (heated)	4	"$1,056.30 "	"$4,225.20 "	"Cost of a hot plate sitter, for example,  Corning™ Hot Plate Stirrer, 550°C, Glass Ceramic"	https://www.fishersci.com/shop/products/corning-pc-420d-stirring-hot-plate-digital-display/07770152#?keyword=Magnetic%20stirrer%20(heated)
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Biosafety Cabinet (Class II)	7	"$8,900.10 "	"$62,300.70 "	Cost of a biosafety cabinet (class II)	https://www.rosinpower.com/across-international-nsf-certified-4-ft-class-ii-type-b2-biosafety-cabinet-110v.html
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Autoclave for waste	1	"$12,330.00 "	"$12,330.00 "	Cost of  Fisherbrand™ SterilElite 40 L Tabletop Autoclave 	https://www.fishersci.com/shop/products/sterilelite-40-l-tabletop-autoclave/STE4022009#?keyword=autoclave
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Printer / Copier	2	$312.85 	$325.00 	Cost of a combined printer and copier; based on all in all office printer.	 https://www.jumia.com.ng/hp-officejet-pro-9013-all-in-one-colored-printer-62858580.html
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Telephone	10	$62.00 	$62.00 	Cost of a landline telephone	https://www.jumia.com.ng/imose-im-10i-desktop-phone-with-4g-lte-and-wifi-36172803.html
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Workstation uninterruptible power supply	10	$109.95 	"$1,099.50 "	Cost of a battery based backup uninturruptable power supply system	https://www.amazon.com/CyberPower-EC850LCD-Ecologic-Outlets-Compact/dp/B00DBAA696/ref=sr_1_3
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Laptop with office software	10	$900.00 	"$9,000.00 "	MS Office $320 + average laptop $580. Rounded to nearest hundred.	https://www.ocity.ng/laptop-prices-in-nigeria/
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Chairs	10	$55.00 	$550.00 	Cost of a basic office chair	https://www.amazon.com/Black-Office-Chair-Computer-Adjustable/dp/B00FS3VJAO/ref=sr_1_5
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Micropipettor (0.1-10 uL)	5	$756.04 	"$3,780.20 "	"Cost of a micropipetter (0.1-10 uL), for example, Sartorius mLINE™ Single-Channel Mechanical Pipetter"	https://www.fishersci.com/shop/products/mline-single-channel-mechanical-pipetter/14559405#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Micropipettor (1-20 uL)	5	$756.04 	"$3,780.20 "	"Cost of a micropipetter (1-20 uL), for example, Fisherbrand™ Elite™ Adjustable-Volume Pipettes"	https://www.fishersci.com/shop/products/mline-single-channel-mechanical-pipetter/14559405#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Micropipettor (20-200 uL)	5	$756.04 	"$3,780.20 "	"Cost of a micropipetter (2-200 uL), for example, Sartorius mLINE™ Single-Channel Mechanical Pipetter"	https://www.fishersci.com/shop/products/mline-single-channel-mechanical-pipetter/14559408#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Micropipettor (100-1000 uL)	5	$756.04 	"$3,780.20 "	"Cost of a micropipetter (100-1000 uL), for example, Sartorius mLINE™ Single-Channel Mechanical Pipetter"	https://www.fishersci.com/shop/products/mline-single-channel-mechanical-pipetter/14559408#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Multichannel pipettor (2-20 uL)	5	"$1,103.00 "	"$5,515.00 "	"Cost of a multichannel pipette, for example, Biotix™ xPIPETTE Ergonomic 8-Channel Pipettes "	https://www.fishersci.com/shop/products/xpipette-ergonomic-8-channel-pipettes-4/12111404#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Multichannel pipettor (20-200 uL)	5	"$1,103.00 "	"$5,515.00 "	"Cost of a multichannel pipette, for example, Biotix™ xPIPETTE Ergonomic 8-Channel Pipettes "	https://www.fishersci.com/shop/products/xpipette-ergonomic-8-channel-pipettes-4/12111404#?keyword=
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Desks	10	$155.67 	"$1,556.70 "	Cost of a basic office desk with storage	https://www.amazon.com/Amazon-Basics-L-Shape-Computer-Shelves/dp/B08DJQQS4K/ref=sr_1_17_sspa
Laboratory facility equipment (essential)	Essential equipment (per laboratory unit)	Test tube rack (24 pack)	4	"$1,616.93 "	"$6,467.72 "	"Cost of autoclavable test tube racks of variable sizes, for example,  Bel-Art™ Poxygrid™ Wire Test Tube Racks"	https://www.fishersci.com/shop/products/poxygrid-wire-test-tube-racks/p-3273564#?keyword=Test%20tube%20rack%20(12%20pack)
National laboratory recurring	Essential equipment (per laboratory unit)	"Complete combination packaging for infectious substances, BIOPACK 2 with 1.5-litre BIOJAR (pack of 12)"	50	$490.03 	"$24,501.50 "	Communicable disease control in emergencies – A field manual (2005); cost online is $490.03 /pack of 12	https://www.fishersci.com/shop/products/biopack-2-1/501534815
National laboratory recurring	Essential equipment (per laboratory unit)	Autoclave gloves (case of 12)	10	"$1,089.07 "	"$10,890.70 "	"Cost of Bel-Art™ SP Scienceware™ Clavies™ Heat-Resistant Biohazard Autoclave Gloves (Case of 12 PR for $1,089.07)"	https://www.fishersci.com/shop/products/bel-art-scienceware-clavies-autoclave-gloves-2/p-144199#?keyword=Hot%20air%20oven
National laboratory recurring	Essential equipment (per laboratory unit)	"Maintenance of biosafety cabinets (testing, filters, and certification)"	10	"$1,335.00 "	"$13,350.00 "	Assume this accounts for an additional ~15% of the cost of the biosafety cabinet	
National laboratory recurring	Essential equipment (per laboratory unit)	Sharps container	10	$13.24 	$132.40 	Communicable disease control in emergencies – A field manual (2005); Cost from Amazon for a container	https://www.amazon.com/Biohazard-Disposal-Container-Oakridge-Products/dp/B095PRGQZ2/ref=sr_1_10
National laboratory recurring	Essential equipment (per laboratory unit)	Biohazard bags (pack of 50)	100	$429.00 	"$42,900.00 "	"Cost of large biohazard bags, for example, 10 gallon heavy duty bags"	https://www.amazon.com/Biohazard-Bags-10-Gallon-Heavy-Duty-Garbage/dp/B09PDZ2NFR/ref=sr_1_3
National laboratory recurring	Essential equipment (per laboratory unit)	Disposable gloves (pack of 100)	500	$13.62 	"$6,810.00 "	Communicable disease control in emergencies – A field manual (2005); cost for box of 100	https://www.walmart.com/ip/Great-Value-Vinyl-Disposable-Gloves-One-Size-100-Ct/599047883
National laboratory recurring	Essential equipment (per laboratory unit)	Lab coats (case of 20)	2	$920.00 	"$1,840.00 "	Cost of Fisherbrand™ Unisex Cotton Lab Coats 	https://www.fishersci.com/shop/products/unisex-cotton-lab-coats-6/p-7113343#?keyword=lab%20coat
National laboratory recurring	Essential equipment (per laboratory unit)	Tyvek coveralls (case of 25)	100	$72.39 	"$7,239.00 "	"Cost of disposable coveralls (assume 8 sets in use per day * 260 working days a year, or approximately 84 boxes needed per year)"	https://www.grainger.com/product/40L048
National laboratory recurring	Essential equipment (per laboratory unit)	Tyvek shoe covers  (case of 200)	15	$99.00 	"$1,485.00 "	"Cost of disposable shoe covers (assume 8 sets in use per day * 260 working days a year, or approximately 11 boxes needed per year)"	https://www.amazon.com/dp/B075XGFDZ2/ref=sspa_dk_detail_0
Disinfection and sterilization equipment	N/A	Disinfection and sterilization equipment	1	"$8,500.00 "	"$8,500.00 "	Approximate cost of large steam sterilizer (50L)	https://www.labdepotinc.com/yamato-large-capacity-steam-sterilizers-autoclaves-50-110l-sq-500c-group?gclid=CjwKCAjw8JKbBhBYEiwAs3sxN1H7MorMotS7con5q0wtBuGqSRTPf7aUyBiUAt_6vqb3WclMOE-4ZxoCX24QAvD_BwE
Disinfection and sterilization equipment	N/A	 ≥2.4% glutaraldehyde-based formulations	1	$322.00 	$322.00 	Cost of 1L Fisher BioReagents BP25471 Glutaraldehyde Solution ($322/L) 	https://www.coleparmer.com/i/fisher-bioreagents-bp25471-glutaraldehyde-solution-50-certified-bioreagent-1-l/8806094
Disinfection and sterilization equipment	N/A	0.95% glutaraldehyde with 1.64% phenol/phenate	1	$403.00 	$403.00 	Cost of 1L Fisher BioReagents BP25471 Glutaraldehyde Solution ($322/L) and phenol crystals (500g) ($101)	
Disinfection and sterilization equipment	N/A	7.5% stabilized hydrogen peroxide	1	$49.14 	$49.14 	"Cost of Sporox II Sterilizing and Disinfecting 7.5% Hydrogen Peroxide Solution, Clear ($49.14/gallon)"	https://www.net32.com/ec/sporox-ii-sterilizing-disinfecting-readytouse-75-hydrogen-d-42144
Disinfection and sterilization equipment	N/A	7.35% hydrogen peroxide with 0.23% peracetic acid	1	$936.00 	$936.00 	"Cost of 5 gallons peracetic acid 15% solution ($248) and 50 gallons hydorgen peroxide 34% solution, lab grade ($688), assume dilution is completed in lab"	https://www.net32.com/ec/sporox-ii-sterilizing-disinfecting-readytouse-75-hydrogen-d-42144
Disinfection and sterilization equipment	N/A	0.2% peracetic acid	1	$248.00 	$248.00 	 Cost of 5 gallons peracetic acid 15% solution ($248)	https://www.net32.com/ec/sporox-ii-sterilizing-disinfecting-readytouse-75-hydrogen-d-42144
Disinfection and sterilization equipment	N/A	0.08% peracetic acid with 1.0% hydrogen peroxide	1	$936.00 	$936.00 	"Cost of 5 gallons peracetic acid 15% solution ($248) and 50 gallons hydorgen peroxide 34% solution, lab grade ($688), assume dilution is completed in lab"	https://www.net32.com/ec/sporox-ii-sterilizing-disinfecting-readytouse-75-hydrogen-d-42144
Disinfection and sterilization equipment	N/A	Ortho-phthalaldehyde	1	$68.07 	$68.07 	"Cost of Cidex OPA Solution, Glutaraldehyde-free, 1 Gallon. 0.55%) ortho-phthaladehyde ($68.07/gallon)"	https://www.net32.com/ec/cidex-opa-solution-glutaraldehydefree-1-gallon-055-d-79415
Disinfection and sterilization equipment	N/A	Ethanol	1	"$8,250.00 "	"$8,250.00 "	"Cost of 270 gallons of Ethanol 200 Proof (100%), Certified Organic/Vegan Corn Alcohol, FCC Food Grade"	https://www.laballey.com/products/ethanol-200-proof-organic-corn?variant=42354463572123
Disinfection and sterilization equipment	N/A	Sterile water	1	"$1,400.00 "	"$1,400.00 "	Cost of 270 gallons de-ionized water	https://alliancechemical.com/product/deionized-water-275-gallon-ibc-tote/
Disinfection and sterilization equipment	N/A	Iodophor	1	$34.95 	$34.95 	Cost of National Chemicals Incorporated 3K-67C3-31UW Iodophor Sanitizer 32 oz 	https://www.amazon.com/National-Chemicals-Incorporated-3K-67C3-31UW-Sanitizer/dp/B000NB6YNI