"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","DOCCONSULT","TOT","CAP","A","1982",10.6,
"HUN","DOCCONSULT","TOT","CAP","A","1983",10.8,
"HUN","DOCCONSULT","TOT","CAP","A","1984",10.9,
"HUN","DOCCONSULT","TOT","CAP","A","1985",11,
"HUN","DOCCONSULT","TOT","CAP","A","1986",11.4,
"HUN","DOCCONSULT","TOT","CAP","A","1987",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","1988",11.5,
"HUN","DOCCONSULT","TOT","CAP","A","1989",11.7,
"HUN","DOCCONSULT","TOT","CAP","A","1990",13.2,
"HUN","DOCCONSULT","TOT","CAP","A","1991",13.3,
"HUN","DOCCONSULT","TOT","CAP","A","1992",13.8,
"HUN","DOCCONSULT","TOT","CAP","A","1993",13.4,
"HUN","DOCCONSULT","TOT","CAP","A","1994",9.8,"B"
"HUN","DOCCONSULT","TOT","CAP","A","1995",9.9,
"HUN","DOCCONSULT","TOT","CAP","A","1996",9.9,
"HUN","DOCCONSULT","TOT","CAP","A","1997",10.5,
"HUN","DOCCONSULT","TOT","CAP","A","1998",9.9,
"HUN","DOCCONSULT","TOT","CAP","A","1999",10.2,
"HUN","DOCCONSULT","TOT","CAP","A","2000",10.5,
"HUN","DOCCONSULT","TOT","CAP","A","2001",10.5,
"HUN","DOCCONSULT","TOT","CAP","A","2002",11,
"HUN","DOCCONSULT","TOT","CAP","A","2003",11.3,
"HUN","DOCCONSULT","TOT","CAP","A","2004",11.6,
"HUN","DOCCONSULT","TOT","CAP","A","2005",11.8,
"HUN","DOCCONSULT","TOT","CAP","A","2006",11.9,
"HUN","DOCCONSULT","TOT","CAP","A","2007",10,"B"
"HUN","DOCCONSULT","TOT","CAP","A","2008",10.4,
"HUN","DOCCONSULT","TOT","CAP","A","2009",11,
"HUN","DOCCONSULT","TOT","CAP","A","2010",11,
"HUN","DOCCONSULT","TOT","CAP","A","2011",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2012",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2013",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2014",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2015",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2016",11.1,
"HUN","DOCCONSULT","TOT","CAP","A","2017",10.9,
"HUN","DOCCONSULT","TOT","CAP","A","2018",10.7,
"HUN","DOCCONSULT","TOT","CAP","A","2019",10.7,
"HUN","DOCCONSULT","TOT","CAP","A","2020",9.7,
"ISL","DOCCONSULT","TOT","CAP","A","1989",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1990",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1991",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1992",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1993",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1994",4.9,
"ISL","DOCCONSULT","TOT","CAP","A","1995",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1996",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1997",5.2,
"ISL","DOCCONSULT","TOT","CAP","A","1998",5.1,
"ISL","DOCCONSULT","TOT","CAP","A","1999",5.6,
"ISL","DOCCONSULT","TOT","CAP","A","2000",5.8,
"ISL","DOCCONSULT","TOT","CAP","A","2001",5.9,
"ISL","DOCCONSULT","TOT","CAP","A","2002",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2003",6.2,
"ISL","DOCCONSULT","TOT","CAP","A","2004",6.3,
"ISL","DOCCONSULT","TOT","CAP","A","2005",6.5,
"ISL","DOCCONSULT","TOT","CAP","A","2006",6.3,
"ISL","DOCCONSULT","TOT","CAP","A","2007",6.5,
"ISL","DOCCONSULT","TOT","CAP","A","2008",6.4,"B"
"ISL","DOCCONSULT","TOT","CAP","A","2009",6.4,
"ISL","DOCCONSULT","TOT","CAP","A","2010",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2011",6.1,
"ISL","DOCCONSULT","TOT","CAP","A","2012",5.9,
"ISL","DOCCONSULT","TOT","CAP","A","2013",6,
"ISL","DOCCONSULT","TOT","CAP","A","2014",5.9,
"IRL","DOCCONSULT","TOT","CAP","A","2007",3.3,
"IRL","DOCCONSULT","TOT","CAP","A","2010",3.8,
"IRL","DOCCONSULT","TOT","CAP","A","2015",5.7,
"IRL","DOCCONSULT","TOT","CAP","A","2016",5.7,"D"
"IRL","DOCCONSULT","TOT","CAP","A","2017",5.7,
"IRL","DOCCONSULT","TOT","CAP","A","2018",5,
"IRL","DOCCONSULT","TOT","CAP","A","2019",5.8,
"ITA","DOCCONSULT","TOT","CAP","A","1991",6.8,
"ITA","DOCCONSULT","TOT","CAP","A","1994",6.6,
"ITA","DOCCONSULT","TOT","CAP","A","1999",6,
"ITA","DOCCONSULT","TOT","CAP","A","2000",6.1,
"ITA","DOCCONSULT","TOT","CAP","A","2005",6.1,
"ITA","DOCCONSULT","TOT","CAP","A","2013",6.8,
"ITA","DOCCONSULT","TOT","CAP","A","2014",9.8,
"ITA","DOCCONSULT","TOT","CAP","A","2015",9.6,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2016",9.9,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2017",10.1,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2018",10.3,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2019",10.4,"E"
"ITA","DOCCONSULT","TOT","CAP","A","2020",5.2,"E"
"JPN","DOCCONSULT","TOT","CAP","A","1985",13.5,
"JPN","DOCCONSULT","TOT","CAP","A","1986",13.6,
"JPN","DOCCONSULT","TOT","CAP","A","1987",13.8,
"JPN","DOCCONSULT","TOT","CAP","A","1988",13.9,
"JPN","DOCCONSULT","TOT","CAP","A","1989",13.8,
"JPN","DOCCONSULT","TOT","CAP","A","1990",13.8,
"JPN","DOCCONSULT","TOT","CAP","A","1991",14.2,
"JPN","DOCCONSULT","TOT","CAP","A","1992",14.5,
"JPN","DOCCONSULT","TOT","CAP","A","1993",14.4,
"JPN","DOCCONSULT","TOT","CAP","A","1994",14.7,
"JPN","DOCCONSULT","TOT","CAP","A","1995",14.6,
"JPN","DOCCONSULT","TOT","CAP","A","1996",14.8,
"JPN","DOCCONSULT","TOT","CAP","A","1997",14.3,
"JPN","DOCCONSULT","TOT","CAP","A","1998",14.5,
"JPN","DOCCONSULT","TOT","CAP","A","1999",14.5,
"JPN","DOCCONSULT","TOT","CAP","A","2000",14.4,
"JPN","DOCCONSULT","TOT","CAP","A","2001",14.5,
"JPN","DOCCONSULT","TOT","CAP","A","2002",14.1,
"JPN","DOCCONSULT","TOT","CAP","A","2003",13.8,
"JPN","DOCCONSULT","TOT","CAP","A","2004",13.8,
"JPN","DOCCONSULT","TOT","CAP","A","2005",13.7,
"JPN","DOCCONSULT","TOT","CAP","A","2006",13.6,
"JPN","DOCCONSULT","TOT","CAP","A","2007",13.4,
"JPN","DOCCONSULT","TOT","CAP","A","2008",13.2,
"JPN","DOCCONSULT","TOT","CAP","A","2009",13.1,
"JPN","DOCCONSULT","TOT","CAP","A","2010",13.1,
"JPN","DOCCONSULT","TOT","CAP","A","2011",13,
"JPN","DOCCONSULT","TOT","CAP","A","2012",12.9,
"JPN","DOCCONSULT","TOT","CAP","A","2013",12.8,
"JPN","DOCCONSULT","TOT","CAP","A","2014",12.7,
"JPN","DOCCONSULT","TOT","CAP","A","2015",12.8,
"JPN","DOCCONSULT","TOT","CAP","A","2016",12.6,
"JPN","DOCCONSULT","TOT","CAP","A","2017",12.6,
"JPN","DOCCONSULT","TOT","CAP","A","2018",12.5,
"JPN","DOCCONSULT","TOT","CAP","A","2019",12.4,
"KOR","DOCCONSULT","TOT","CAP","A","1999",8.8,
"KOR","DOCCONSULT","TOT","CAP","A","2002",10.6,
"KOR","DOCCONSULT","TOT","CAP","A","2005",11.8,
"KOR","DOCCONSULT","TOT","CAP","A","2008",12.9,
"KOR","DOCCONSULT","TOT","CAP","A","2009",12.9,
"KOR","DOCCONSULT","TOT","CAP","A","2010",13.5,
"KOR","DOCCONSULT","TOT","CAP","A","2011",12.5,
"KOR","DOCCONSULT","TOT","CAP","A","2012",14.3,
"KOR","DOCCONSULT","TOT","CAP","A","2013",14.6,
"KOR","DOCCONSULT","TOT","CAP","A","2014",16.9,"B"
"KOR","DOCCONSULT","TOT","CAP","A","2015",16.6,
"KOR","DOCCONSULT","TOT","CAP","A","2016",17.1,
"KOR","DOCCONSULT","TOT","CAP","A","2017",16.7,
"KOR","DOCCONSULT","TOT","CAP","A","2018",16.9,
"KOR","DOCCONSULT","TOT","CAP","A","2019",17.2,
"KOR","DOCCONSULT","TOT","CAP","A","2020",14.7,
"LUX","DOCCONSULT","TOT","CAP","A","2003",6.1,
"LUX","DOCCONSULT","TOT","CAP","A","2004",6,
"LUX","DOCCONSULT","TOT","CAP","A","2005",6,
"LUX","DOCCONSULT","TOT","CAP","A","2006",5.9,
"LUX","DOCCONSULT","TOT","CAP","A","2007",6,
"LUX","DOCCONSULT","TOT","CAP","A","2008",6,
"LUX","DOCCONSULT","TOT","CAP","A","2009",6.1,
"LUX","DOCCONSULT","TOT","CAP","A","2010",5.8,
"LUX","DOCCONSULT","TOT","CAP","A","2011",6,
"LUX","DOCCONSULT","TOT","CAP","A","2012",6,
"LUX","DOCCONSULT","TOT","CAP","A","2013",5.9,
"LUX","DOCCONSULT","TOT","CAP","A","2014",5.9,
"LUX","DOCCONSULT","TOT","CAP","A","2015",5.9,
"LUX","DOCCONSULT","TOT","CAP","A","2016",6,
"LUX","DOCCONSULT","TOT","CAP","A","2017",5.7,
"LUX","DOCCONSULT","TOT","CAP","A","2018",5.8,
"LUX","DOCCONSULT","TOT","CAP","A","2019",5.6,
"LUX","DOCCONSULT","TOT","CAP","A","2020",4.4,"P"
"MEX","DOCCONSULT","TOT","CAP","A","1980",1.3,
"MEX","DOCCONSULT","TOT","CAP","A","1981",1.3,
"MEX","DOCCONSULT","TOT","CAP","A","1982",1.5,
"MEX","DOCCONSULT","TOT","CAP","A","1983",1.6,
"MEX","DOCCONSULT","TOT","CAP","A","1984",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1985",1.6,
"MEX","DOCCONSULT","TOT","CAP","A","1986",1.6,
"MEX","DOCCONSULT","TOT","CAP","A","1987",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1988",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1989",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1990",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1991",1.7,
"MEX","DOCCONSULT","TOT","CAP","A","1992",1.8,
"MEX","DOCCONSULT","TOT","CAP","A","1993",1.9,
"MEX","DOCCONSULT","TOT","CAP","A","1994",2,
"MEX","DOCCONSULT","TOT","CAP","A","1995",2.1,
"MEX","DOCCONSULT","TOT","CAP","A","1996",2.2,
"MEX","DOCCONSULT","TOT","CAP","A","1997",2.3,
"MEX","DOCCONSULT","TOT","CAP","A","1998",2.3,
"MEX","DOCCONSULT","TOT","CAP","A","1999",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2000",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2001",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2002",2.6,
"MEX","DOCCONSULT","TOT","CAP","A","2003",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2004",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2005",2.7,
"MEX","DOCCONSULT","TOT","CAP","A","2006",2.6,
"MEX","DOCCONSULT","TOT","CAP","A","2007",2.7,
"MEX","DOCCONSULT","TOT","CAP","A","2008",2.8,
"MEX","DOCCONSULT","TOT","CAP","A","2009",2.9,
"MEX","DOCCONSULT","TOT","CAP","A","2010",2.9,
"MEX","DOCCONSULT","TOT","CAP","A","2011",2.7,
"MEX","DOCCONSULT","TOT","CAP","A","2012",3,
"MEX","DOCCONSULT","TOT","CAP","A","2013",2.8,
"MEX","DOCCONSULT","TOT","CAP","A","2014",2.6,
"MEX","DOCCONSULT","TOT","CAP","A","2015",2.7,
"MEX","DOCCONSULT","TOT","CAP","A","2016",2.6,
"MEX","DOCCONSULT","TOT","CAP","A","2017",2.5,
"MEX","DOCCONSULT","TOT","CAP","A","2018",2.4,
"MEX","DOCCONSULT","TOT","CAP","A","2019",2.3,"E"
"MEX","DOCCONSULT","TOT","CAP","A","2020",2.1,"E"
"NLD","DOCCONSULT","TOT","CAP","A","1966",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1967",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1968",4.2,
"NLD","DOCCONSULT","TOT","CAP","A","1980",4.9,
"NLD","DOCCONSULT","TOT","CAP","A","1981",5.3,
"NLD","DOCCONSULT","TOT","CAP","A","1982",5,
"NLD","DOCCONSULT","TOT","CAP","A","1983",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1984",5.1,
"NLD","DOCCONSULT","TOT","CAP","A","1985",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1986",5.1,
"NLD","DOCCONSULT","TOT","CAP","A","1987",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1988",5.2,
"NLD","DOCCONSULT","TOT","CAP","A","1989",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1990",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","1991",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","1992",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","1993",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1994",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1995",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","1996",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","1997",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","1998",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","1999",5.8,
"NLD","DOCCONSULT","TOT","CAP","A","2000",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","2001",5.8,
"NLD","DOCCONSULT","TOT","CAP","A","2002",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","2003",5.5,
"NLD","DOCCONSULT","TOT","CAP","A","2004",5.3,
"NLD","DOCCONSULT","TOT","CAP","A","2005",5.4,
"NLD","DOCCONSULT","TOT","CAP","A","2006",5.6,
"NLD","DOCCONSULT","TOT","CAP","A","2007",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","2008",5.9,
"NLD","DOCCONSULT","TOT","CAP","A","2009",5.7,
"NLD","DOCCONSULT","TOT","CAP","A","2010",6.6,
"NLD","DOCCONSULT","TOT","CAP","A","2011",6.6,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2012",6.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2013",6.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2014",8,
"NLD","DOCCONSULT","TOT","CAP","A","2015",8.2,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2016",8.8,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2017",8.3,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2018",9,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2019",8.8,"D"
"NLD","DOCCONSULT","TOT","CAP","A","2020",8.4,"D"
"NZL","DOCCONSULT","TOT","CAP","A","1977",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1978",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1979",3.8,
"NZL","DOCCONSULT","TOT","CAP","A","1980",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","1981",3.8,
"NZL","DOCCONSULT","TOT","CAP","A","2003",4,
"NZL","DOCCONSULT","TOT","CAP","A","2007",4.1,
"NZL","DOCCONSULT","TOT","CAP","A","2012",3.7,
"NZL","DOCCONSULT","TOT","CAP","A","2017",3.8,
"NOR","DOCCONSULT","TOT","CAP","A","1975",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","1985",5.7,
"NOR","DOCCONSULT","TOT","CAP","A","1991",3.8,
"NOR","DOCCONSULT","TOT","CAP","A","2006",3.7,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2007",3.8,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2008",3.9,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2009",4,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2010",4.1,"E"
"NOR","DOCCONSULT","TOT","CAP","A","2011",4.4,"B"
"NOR","DOCCONSULT","TOT","CAP","A","2012",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2013",4.2,
"NOR","DOCCONSULT","TOT","CAP","A","2014",4.3,
"NOR","DOCCONSULT","TOT","CAP","A","2015",4.3,
"NOR","DOCCONSULT","TOT","CAP","A","2016",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2017",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","2018",4.5,
"NOR","DOCCONSULT","TOT","CAP","A","2019",4.4,
"NOR","DOCCONSULT","TOT","CAP","A","2020",3.7,
"NOR","DOCCONSULT","TOT","CAP","A","2021",3.9,"D"
"POL","DOCCONSULT","TOT","CAP","A","1960",3.3,
"POL","DOCCONSULT","TOT","CAP","A","1965",3.7,
"POL","DOCCONSULT","TOT","CAP","A","1966",4,
"POL","DOCCONSULT","TOT","CAP","A","1967",4.1,
"POL","DOCCONSULT","TOT","CAP","A","1968",4.1,
"POL","DOCCONSULT","TOT","CAP","A","1969",4.5,
"POL","DOCCONSULT","TOT","CAP","A","1970",4.9,
"POL","DOCCONSULT","TOT","CAP","A","1971",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1972",5.7,
"POL","DOCCONSULT","TOT","CAP","A","1973",6,
"POL","DOCCONSULT","TOT","CAP","A","1974",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1975",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1976",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1977",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1978",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1979",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1980",6.5,
"POL","DOCCONSULT","TOT","CAP","A","1981",5.9,
"POL","DOCCONSULT","TOT","CAP","A","1982",6,
"POL","DOCCONSULT","TOT","CAP","A","1983",6.1,
"POL","DOCCONSULT","TOT","CAP","A","1984",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1985",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1986",6.4,
"POL","DOCCONSULT","TOT","CAP","A","1987",6.3,
"POL","DOCCONSULT","TOT","CAP","A","1988",6.2,
"POL","DOCCONSULT","TOT","CAP","A","1989",6,
"POL","DOCCONSULT","TOT","CAP","A","1990",5.8,
"POL","DOCCONSULT","TOT","CAP","A","1991",5.8,"B"
"POL","DOCCONSULT","TOT","CAP","A","1992",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1993",5.3,
"POL","DOCCONSULT","TOT","CAP","A","1994",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1995",5.4,
"POL","DOCCONSULT","TOT","CAP","A","1996",5.2,
"POL","DOCCONSULT","TOT","CAP","A","1997",5.3,
"POL","DOCCONSULT","TOT","CAP","A","1998",5.4,"B"
"POL","DOCCONSULT","TOT","CAP","A","1999",5.3,
"POL","DOCCONSULT","TOT","CAP","A","2000",5.4,
"POL","DOCCONSULT","TOT","CAP","A","2001",5.5,
"POL","DOCCONSULT","TOT","CAP","A","2002",5.6,
"POL","DOCCONSULT","TOT","CAP","A","2003",6.1,"B"
"POL","DOCCONSULT","TOT","CAP","A","2004",6.2,
"POL","DOCCONSULT","TOT","CAP","A","2005",6.3,
"POL","DOCCONSULT","TOT","CAP","A","2006",6.6,
"POL","DOCCONSULT","TOT","CAP","A","2007",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2008",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2009",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2010",6.6,
"POL","DOCCONSULT","TOT","CAP","A","2011",6.8,
"POL","DOCCONSULT","TOT","CAP","A","2012",7,
"POL","DOCCONSULT","TOT","CAP","A","2013",7.1,
"POL","DOCCONSULT","TOT","CAP","A","2014",7.2,
"POL","DOCCONSULT","TOT","CAP","A","2015",7.4,
"POL","DOCCONSULT","TOT","CAP","A","2016",7.5,
"POL","DOCCONSULT","TOT","CAP","A","2017",7.6,
"POL","DOCCONSULT","TOT","CAP","A","2018",7.6,
"POL","DOCCONSULT","TOT","CAP","A","2019",7.7,
"POL","DOCCONSULT","TOT","CAP","A","2020",6.8,
"PRT","DOCCONSULT","TOT","CAP","A","1985",2.2,
"PRT","DOCCONSULT","TOT","CAP","A","1986",2.4,
"PRT","DOCCONSULT","TOT","CAP","A","1987",2.4,
"PRT","DOCCONSULT","TOT","CAP","A","1988",2.8,
"PRT","DOCCONSULT","TOT","CAP","A","1989",2.9,
"PRT","DOCCONSULT","TOT","CAP","A","1990",3,
"PRT","DOCCONSULT","TOT","CAP","A","1991",3,
"PRT","DOCCONSULT","TOT","CAP","A","1992",3.1,
"PRT","DOCCONSULT","TOT","CAP","A","1993",3.1,
"PRT","DOCCONSULT","TOT","CAP","A","1994",3.1,
"PRT","DOCCONSULT","TOT","CAP","A","1995",3.2,
"PRT","DOCCONSULT","TOT","CAP","A","1996",3.2,
"PRT","DOCCONSULT","TOT","CAP","A","1997",3.3,
"PRT","DOCCONSULT","TOT","CAP","A","1998",3.4,
"PRT","DOCCONSULT","TOT","CAP","A","1999",3.5,
"PRT","DOCCONSULT","TOT","CAP","A","2000",3.5,
"PRT","DOCCONSULT","TOT","CAP","A","2001",3.6,
"PRT","DOCCONSULT","TOT","CAP","A","2002",3.7,
"PRT","DOCCONSULT","TOT","CAP","A","2003",3.7,
"PRT","DOCCONSULT","TOT","CAP","A","2004",3.8,
"PRT","DOCCONSULT","TOT","CAP","A","2005",3.9,
"PRT","DOCCONSULT","TOT","CAP","A","2006",3.9,
"PRT","DOCCONSULT","TOT","CAP","A","2007",4.1,
"PRT","DOCCONSULT","TOT","CAP","A","2008",4.5,
"PRT","DOCCONSULT","TOT","CAP","A","2009",4,
"PRT","DOCCONSULT","TOT","CAP","A","2010",4.1,
"PRT","DOCCONSULT","TOT","CAP","A","2011",4.2,
"PRT","DOCCONSULT","TOT","CAP","A","2012",4.1,
"SVK","DOCCONSULT","TOT","CAP","A","2007",11.1,
"SVK","DOCCONSULT","TOT","CAP","A","2008",12,
"SVK","DOCCONSULT","TOT","CAP","A","2009",11.5,
"SVK","DOCCONSULT","TOT","CAP","A","2010",11.5,
"SVK","DOCCONSULT","TOT","CAP","A","2011",10.9,
"SVK","DOCCONSULT","TOT","CAP","A","2012",11.1,
"SVK","DOCCONSULT","TOT","CAP","A","2013",11,
"SVK","DOCCONSULT","TOT","CAP","A","2014",11.2,
"SVK","DOCCONSULT","TOT","CAP","A","2015",11.3,
"SVK","DOCCONSULT","TOT","CAP","A","2016",11.4,
"SVK","DOCCONSULT","TOT","CAP","A","2017",10.9,
"SVK","DOCCONSULT","TOT","CAP","A","2018",10.9,
"SVK","DOCCONSULT","TOT","CAP","A","2019",11.1,
"SVK","DOCCONSULT","TOT","CAP","A","2020",10.1,
"ESP","DOCCONSULT","TOT","CAP","A","1987",6.5,
"ESP","DOCCONSULT","TOT","CAP","A","1993",8.3,
"ESP","DOCCONSULT","TOT","CAP","A","1995",7.8,
"ESP","DOCCONSULT","TOT","CAP","A","1997",8.2,
"ESP","DOCCONSULT","TOT","CAP","A","2001",8.7,
"ESP","DOCCONSULT","TOT","CAP","A","2003",9.5,
"ESP","DOCCONSULT","TOT","CAP","A","2006",8.1,
"ESP","DOCCONSULT","TOT","CAP","A","2009",7.5,"B"
"ESP","DOCCONSULT","TOT","CAP","A","2011",7.4,
"ESP","DOCCONSULT","TOT","CAP","A","2014",7.6,
"ESP","DOCCONSULT","TOT","CAP","A","2017",7.3,
"ESP","DOCCONSULT","TOT","CAP","A","2020",5.3,
"CHE","DOCCONSULT","TOT","CAP","A","2002",3.4,
"CHE","DOCCONSULT","TOT","CAP","A","2007",4.1,
"CHE","DOCCONSULT","TOT","CAP","A","2012",3.9,
"CHE","DOCCONSULT","TOT","CAP","A","2017",4.3,
"TUR","DOCCONSULT","TOT","CAP","A","1960",0.7,
"TUR","DOCCONSULT","TOT","CAP","A","1961",0.7,
"TUR","DOCCONSULT","TOT","CAP","A","1962",0.7,
"TUR","DOCCONSULT","TOT","CAP","A","1963",0.7,
"TUR","DOCCONSULT","TOT","CAP","A","1964",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1965",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1966",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1967",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1968",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1969",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1970",0.8,
"TUR","DOCCONSULT","TOT","CAP","A","1971",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1972",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1973",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1974",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1975",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1976",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1977",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1978",0.9,
"TUR","DOCCONSULT","TOT","CAP","A","1979",1,
"TUR","DOCCONSULT","TOT","CAP","A","1980",1,
"TUR","DOCCONSULT","TOT","CAP","A","1981",1,
"TUR","DOCCONSULT","TOT","CAP","A","1982",1,
"TUR","DOCCONSULT","TOT","CAP","A","1983",1,
"TUR","DOCCONSULT","TOT","CAP","A","1984",1.1,
"TUR","DOCCONSULT","TOT","CAP","A","1985",1.1,
"TUR","DOCCONSULT","TOT","CAP","A","1986",1.1,
"TUR","DOCCONSULT","TOT","CAP","A","1987",1.1,
"TUR","DOCCONSULT","TOT","CAP","A","1988",1.2,
"TUR","DOCCONSULT","TOT","CAP","A","1989",1.3,
"TUR","DOCCONSULT","TOT","CAP","A","1990",1.3,
"TUR","DOCCONSULT","TOT","CAP","A","1991",1.3,
