"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","DOCCONSULT","TOT","CAP","A","1992",1.3,
"TUR","DOCCONSULT","TOT","CAP","A","1993",1.6,
"TUR","DOCCONSULT","TOT","CAP","A","1994",1.7,
"TUR","DOCCONSULT","TOT","CAP","A","1995",1.8,
"TUR","DOCCONSULT","TOT","CAP","A","1996",2,
"TUR","DOCCONSULT","TOT","CAP","A","1997",2.2,
"TUR","DOCCONSULT","TOT","CAP","A","1998",2.4,
"TUR","DOCCONSULT","TOT","CAP","A","1999",2.6,
"TUR","DOCCONSULT","TOT","CAP","A","2000",2.8,
"TUR","DOCCONSULT","TOT","CAP","A","2001",3,
"TUR","DOCCONSULT","TOT","CAP","A","2002",3.1,
"TUR","DOCCONSULT","TOT","CAP","A","2003",3.4,
"TUR","DOCCONSULT","TOT","CAP","A","2004",3.7,
"TUR","DOCCONSULT","TOT","CAP","A","2005",4.6,
"TUR","DOCCONSULT","TOT","CAP","A","2006",5.3,
"TUR","DOCCONSULT","TOT","CAP","A","2007",6.1,
"TUR","DOCCONSULT","TOT","CAP","A","2008",6.7,
"TUR","DOCCONSULT","TOT","CAP","A","2009",7.3,
"TUR","DOCCONSULT","TOT","CAP","A","2010",7.3,
"TUR","DOCCONSULT","TOT","CAP","A","2011",8.2,
"TUR","DOCCONSULT","TOT","CAP","A","2012",8.2,
"TUR","DOCCONSULT","TOT","CAP","A","2013",8.2,
"TUR","DOCCONSULT","TOT","CAP","A","2014",8.3,
"TUR","DOCCONSULT","TOT","CAP","A","2015",8.4,
"TUR","DOCCONSULT","TOT","CAP","A","2016",8.6,
"TUR","DOCCONSULT","TOT","CAP","A","2017",8.9,
"TUR","DOCCONSULT","TOT","CAP","A","2018",9.5,
"TUR","DOCCONSULT","TOT","CAP","A","2019",9.8,
"TUR","DOCCONSULT","TOT","CAP","A","2020",7.2,
"GBR","DOCCONSULT","TOT","CAP","A","1972",5,
"GBR","DOCCONSULT","TOT","CAP","A","1973",4.5,
"GBR","DOCCONSULT","TOT","CAP","A","1974",4.6,
"GBR","DOCCONSULT","TOT","CAP","A","1975",4.5,
"GBR","DOCCONSULT","TOT","CAP","A","1976",4.3,
"GBR","DOCCONSULT","TOT","CAP","A","1977",4.7,
"GBR","DOCCONSULT","TOT","CAP","A","1978",5,
"GBR","DOCCONSULT","TOT","CAP","A","1979",5,
"GBR","DOCCONSULT","TOT","CAP","A","1980",5.2,
"GBR","DOCCONSULT","TOT","CAP","A","1981",4.8,
"GBR","DOCCONSULT","TOT","CAP","A","1982",5.3,
"GBR","DOCCONSULT","TOT","CAP","A","1983",5.6,
"GBR","DOCCONSULT","TOT","CAP","A","1984",5.1,
"GBR","DOCCONSULT","TOT","CAP","A","1985",5.1,
"GBR","DOCCONSULT","TOT","CAP","A","1986",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1987",6.6,
"GBR","DOCCONSULT","TOT","CAP","A","1988",5.1,
"GBR","DOCCONSULT","TOT","CAP","A","1989",5.6,
"GBR","DOCCONSULT","TOT","CAP","A","1990",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1991",5.6,
"GBR","DOCCONSULT","TOT","CAP","A","1992",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1993",6.6,
"GBR","DOCCONSULT","TOT","CAP","A","1994",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1995",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1996",6.1,
"GBR","DOCCONSULT","TOT","CAP","A","1998",5.4,
"GBR","DOCCONSULT","TOT","CAP","A","2000",5.3,
"GBR","DOCCONSULT","TOT","CAP","A","2001",5.1,
"GBR","DOCCONSULT","TOT","CAP","A","2002",5.7,
"GBR","DOCCONSULT","TOT","CAP","A","2003",5.2,
"GBR","DOCCONSULT","TOT","CAP","A","2004",5.3,
"GBR","DOCCONSULT","TOT","CAP","A","2005",5,
"GBR","DOCCONSULT","TOT","CAP","A","2006",5.1,
"GBR","DOCCONSULT","TOT","CAP","A","2007",5,
"GBR","DOCCONSULT","TOT","CAP","A","2008",5.9,
"GBR","DOCCONSULT","TOT","CAP","A","2009",5,
"USA","DOCCONSULT","TOT","CAP","A","1995",3.3,
"USA","DOCCONSULT","TOT","CAP","A","1997",3.7,
"USA","DOCCONSULT","TOT","CAP","A","1998",3.8,
"USA","DOCCONSULT","TOT","CAP","A","1999",3.5,
"USA","DOCCONSULT","TOT","CAP","A","2000",3.7,
"USA","DOCCONSULT","TOT","CAP","A","2001",4.1,
"USA","DOCCONSULT","TOT","CAP","A","2002",4.1,
"USA","DOCCONSULT","TOT","CAP","A","2003",3.9,
"USA","DOCCONSULT","TOT","CAP","A","2004",3.8,
"USA","DOCCONSULT","TOT","CAP","A","2005",4,
"USA","DOCCONSULT","TOT","CAP","A","2006",3.8,
"USA","DOCCONSULT","TOT","CAP","A","2007",4,
"USA","DOCCONSULT","TOT","CAP","A","2008",3.9,
"USA","DOCCONSULT","TOT","CAP","A","2009",4.1,
"USA","DOCCONSULT","TOT","CAP","A","2010",4,
"USA","DOCCONSULT","TOT","CAP","A","2011",4,
"BRA","DOCCONSULT","TOT","CAP","A","1995",2,
"BRA","DOCCONSULT","TOT","CAP","A","1996",2,
"BRA","DOCCONSULT","TOT","CAP","A","1997",2,
"BRA","DOCCONSULT","TOT","CAP","A","1998",1.9,
"BRA","DOCCONSULT","TOT","CAP","A","1999",1.7,
"BRA","DOCCONSULT","TOT","CAP","A","2000",2,
"BRA","DOCCONSULT","TOT","CAP","A","2001",2,
"BRA","DOCCONSULT","TOT","CAP","A","2002",2.1,
"BRA","DOCCONSULT","TOT","CAP","A","2003",2.1,
"BRA","DOCCONSULT","TOT","CAP","A","2004",2,
"BRA","DOCCONSULT","TOT","CAP","A","2005",2.1,
"BRA","DOCCONSULT","TOT","CAP","A","2006",2.2,
"BRA","DOCCONSULT","TOT","CAP","A","2007",2.4,
"BRA","DOCCONSULT","TOT","CAP","A","2008",2.4,
"BRA","DOCCONSULT","TOT","CAP","A","2009",2.5,
"BRA","DOCCONSULT","TOT","CAP","A","2010",2.5,
"BRA","DOCCONSULT","TOT","CAP","A","2011",2.6,
"BRA","DOCCONSULT","TOT","CAP","A","2012",2.5,
"BRA","DOCCONSULT","TOT","CAP","A","2013",2.6,
"BRA","DOCCONSULT","TOT","CAP","A","2014",2.7,
"BRA","DOCCONSULT","TOT","CAP","A","2015",2.6,
"BRA","DOCCONSULT","TOT","CAP","A","2016",2.4,
"BRA","DOCCONSULT","TOT","CAP","A","2017",2.3,
"BRA","DOCCONSULT","TOT","CAP","A","2018",2,
"BRA","DOCCONSULT","TOT","CAP","A","2019",2,
"BRA","DOCCONSULT","TOT","CAP","A","2020",1.4,
"BRA","DOCCONSULT","TOT","CAP","A","2021",1.6,
"CHL","DOCCONSULT","TOT","CAP","A","1999",2.2,
"CHL","DOCCONSULT","TOT","CAP","A","2000",2.4,
"CHL","DOCCONSULT","TOT","CAP","A","2001",2.6,
"CHL","DOCCONSULT","TOT","CAP","A","2002",2.7,
"CHL","DOCCONSULT","TOT","CAP","A","2003",2.8,
"CHL","DOCCONSULT","TOT","CAP","A","2004",2.8,
"CHL","DOCCONSULT","TOT","CAP","A","2005",2.8,
"CHL","DOCCONSULT","TOT","CAP","A","2006",2.9,
"CHL","DOCCONSULT","TOT","CAP","A","2007",2.9,
"CHL","DOCCONSULT","TOT","CAP","A","2008",3,
"CHL","DOCCONSULT","TOT","CAP","A","2009",3.2,
"CHL","DOCCONSULT","TOT","CAP","A","2010",3.3,
"CHL","DOCCONSULT","TOT","CAP","A","2011",3.4,
"CHL","DOCCONSULT","TOT","CAP","A","2012",3.3,
"CHL","DOCCONSULT","TOT","CAP","A","2013",3.5,
"CHL","DOCCONSULT","TOT","CAP","A","2014",3.4,
"CHL","DOCCONSULT","TOT","CAP","A","2015",3.5,
"CHL","DOCCONSULT","TOT","CAP","A","2016",3.6,
"CHL","DOCCONSULT","TOT","CAP","A","2017",3.8,
"CHL","DOCCONSULT","TOT","CAP","A","2018",2.8,"B"
"CHL","DOCCONSULT","TOT","CAP","A","2019",2.9,
"CHL","DOCCONSULT","TOT","CAP","A","2020",2.2,
"EST","DOCCONSULT","TOT","CAP","A","1970",6.2,
"EST","DOCCONSULT","TOT","CAP","A","1971",6.3,
"EST","DOCCONSULT","TOT","CAP","A","1972",6.1,
"EST","DOCCONSULT","TOT","CAP","A","1973",6.5,
"EST","DOCCONSULT","TOT","CAP","A","1974",6.8,
"EST","DOCCONSULT","TOT","CAP","A","1975",7,
"EST","DOCCONSULT","TOT","CAP","A","1976",7.3,
"EST","DOCCONSULT","TOT","CAP","A","1977",7.5,
"EST","DOCCONSULT","TOT","CAP","A","1978",7.6,
"EST","DOCCONSULT","TOT","CAP","A","1979",7.8,
"EST","DOCCONSULT","TOT","CAP","A","1980",8,
"EST","DOCCONSULT","TOT","CAP","A","1981",8.2,
"EST","DOCCONSULT","TOT","CAP","A","1982",8.3,
"EST","DOCCONSULT","TOT","CAP","A","1983",8.7,
"EST","DOCCONSULT","TOT","CAP","A","1984",8.6,
"EST","DOCCONSULT","TOT","CAP","A","1985",8.8,
"EST","DOCCONSULT","TOT","CAP","A","1986",9.1,
"EST","DOCCONSULT","TOT","CAP","A","1987",9,
"EST","DOCCONSULT","TOT","CAP","A","1988",8.5,
"EST","DOCCONSULT","TOT","CAP","A","1989",7.7,"B"
"EST","DOCCONSULT","TOT","CAP","A","1990",7.7,
"EST","DOCCONSULT","TOT","CAP","A","1991",7.2,"B"
"EST","DOCCONSULT","TOT","CAP","A","1992",5.3,
"EST","DOCCONSULT","TOT","CAP","A","1993",5.8,
"EST","DOCCONSULT","TOT","CAP","A","1994",6,
"EST","DOCCONSULT","TOT","CAP","A","1995",6,
"EST","DOCCONSULT","TOT","CAP","A","1996",6.1,
"EST","DOCCONSULT","TOT","CAP","A","1997",6.1,
"EST","DOCCONSULT","TOT","CAP","A","1998",6.3,
"EST","DOCCONSULT","TOT","CAP","A","1999",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2000",6.2,
"EST","DOCCONSULT","TOT","CAP","A","2001",6.1,
"EST","DOCCONSULT","TOT","CAP","A","2002",6,
"EST","DOCCONSULT","TOT","CAP","A","2003",6.1,
"EST","DOCCONSULT","TOT","CAP","A","2004",6.2,
"EST","DOCCONSULT","TOT","CAP","A","2005",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2006",6.4,
"EST","DOCCONSULT","TOT","CAP","A","2007",6.6,
"EST","DOCCONSULT","TOT","CAP","A","2008",6.6,
"EST","DOCCONSULT","TOT","CAP","A","2009",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2010",6.1,
"EST","DOCCONSULT","TOT","CAP","A","2011",6.4,
"EST","DOCCONSULT","TOT","CAP","A","2012",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2013",6.4,
"EST","DOCCONSULT","TOT","CAP","A","2014",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2015",6.4,
"EST","DOCCONSULT","TOT","CAP","A","2016",6.3,
"EST","DOCCONSULT","TOT","CAP","A","2017",5.9,
"EST","DOCCONSULT","TOT","CAP","A","2018",5.6,
"EST","DOCCONSULT","TOT","CAP","A","2019",5.5,
"EST","DOCCONSULT","TOT","CAP","A","2020",4.1,
"ISR","DOCCONSULT","TOT","CAP","A","1996",6.8,
"ISR","DOCCONSULT","TOT","CAP","A","2000",7.1,
"ISR","DOCCONSULT","TOT","CAP","A","2009",6.2,
"ISR","DOCCONSULT","TOT","CAP","A","2015",8.7,"B"
"ISR","DOCCONSULT","TOT","CAP","A","2016",8.5,
"ISR","DOCCONSULT","TOT","CAP","A","2017",8.4,
"ISR","DOCCONSULT","TOT","CAP","A","2018",8.2,
"ISR","DOCCONSULT","TOT","CAP","A","2019",8.1,
"ISR","DOCCONSULT","TOT","CAP","A","2020",6.7,
"ISR","DOCCONSULT","TOT","CAP","A","2021",7.1,
"RUS","DOCCONSULT","TOT","CAP","A","1980",10.1,
"RUS","DOCCONSULT","TOT","CAP","A","1985",11.1,
"RUS","DOCCONSULT","TOT","CAP","A","1987",10.8,
"RUS","DOCCONSULT","TOT","CAP","A","1988",10.4,
"RUS","DOCCONSULT","TOT","CAP","A","1989",9.8,
"RUS","DOCCONSULT","TOT","CAP","A","1990",9.5,
"RUS","DOCCONSULT","TOT","CAP","A","1991",9,
"RUS","DOCCONSULT","TOT","CAP","A","1992",9,
"RUS","DOCCONSULT","TOT","CAP","A","1993",9.2,
"RUS","DOCCONSULT","TOT","CAP","A","1994",9.2,
"RUS","DOCCONSULT","TOT","CAP","A","1995",9.1,
"RUS","DOCCONSULT","TOT","CAP","A","1996",9.1,
"RUS","DOCCONSULT","TOT","CAP","A","1997",9.1,
"RUS","DOCCONSULT","TOT","CAP","A","1998",9.1,
"RUS","DOCCONSULT","TOT","CAP","A","1999",9.3,
"RUS","DOCCONSULT","TOT","CAP","A","2000",9.4,
"RUS","DOCCONSULT","TOT","CAP","A","2001",9.5,
"RUS","DOCCONSULT","TOT","CAP","A","2002",9.6,
"RUS","DOCCONSULT","TOT","CAP","A","2003",9.4,
"RUS","DOCCONSULT","TOT","CAP","A","2004",9,
"RUS","DOCCONSULT","TOT","CAP","A","2005",8.9,
"RUS","DOCCONSULT","TOT","CAP","A","2006",9,
"RUS","DOCCONSULT","TOT","CAP","A","2007",9.2,
"RUS","DOCCONSULT","TOT","CAP","A","2008",10.1,"B"
"RUS","DOCCONSULT","TOT","CAP","A","2009",10.3,
"RUS","DOCCONSULT","TOT","CAP","A","2010",10.1,
"RUS","DOCCONSULT","TOT","CAP","A","2011",10.3,
"RUS","DOCCONSULT","TOT","CAP","A","2012",10.5,
"RUS","DOCCONSULT","TOT","CAP","A","2013",10.5,
"RUS","DOCCONSULT","TOT","CAP","A","2014",10.2,"B"
"RUS","DOCCONSULT","TOT","CAP","A","2015",10,
"RUS","DOCCONSULT","TOT","CAP","A","2016",9.7,
"RUS","DOCCONSULT","TOT","CAP","A","2017",9.7,
"RUS","DOCCONSULT","TOT","CAP","A","2018",9.8,
"RUS","DOCCONSULT","TOT","CAP","A","2019",9.9,
"SVN","DOCCONSULT","TOT","CAP","A","2006",6.6,
"SVN","DOCCONSULT","TOT","CAP","A","2007",6.7,
"SVN","DOCCONSULT","TOT","CAP","A","2008",6.7,
"SVN","DOCCONSULT","TOT","CAP","A","2009",6.6,
"SVN","DOCCONSULT","TOT","CAP","A","2010",6.4,
"SVN","DOCCONSULT","TOT","CAP","A","2011",6.5,
"SVN","DOCCONSULT","TOT","CAP","A","2012",6.3,
"SVN","DOCCONSULT","TOT","CAP","A","2013",6.5,
"SVN","DOCCONSULT","TOT","CAP","A","2014",6.6,
"SVN","DOCCONSULT","TOT","CAP","A","2015",6.8,
"SVN","DOCCONSULT","TOT","CAP","A","2016",6.7,
"SVN","DOCCONSULT","TOT","CAP","A","2017",6.6,
"SVN","DOCCONSULT","TOT","CAP","A","2018",6.6,
"SVN","DOCCONSULT","TOT","CAP","A","2019",6.7,
"SVN","DOCCONSULT","TOT","CAP","A","2020",5.2,
"ZAF","DOCCONSULT","TOT","CAP","A","2000",1.9,
"ZAF","DOCCONSULT","TOT","CAP","A","2001",1.9,
"ZAF","DOCCONSULT","TOT","CAP","A","2002",2,
"ZAF","DOCCONSULT","TOT","CAP","A","2003",2.1,
"ZAF","DOCCONSULT","TOT","CAP","A","2004",2.1,
"ZAF","DOCCONSULT","TOT","CAP","A","2005",2.2,
"ZAF","DOCCONSULT","TOT","CAP","A","2006",2.2,
"ZAF","DOCCONSULT","TOT","CAP","A","2007",2.2,
"ZAF","DOCCONSULT","TOT","CAP","A","2008",2.3,
"ZAF","DOCCONSULT","TOT","CAP","A","2009",2.4,
"ZAF","DOCCONSULT","TOT","CAP","A","2010",2.4,
"ZAF","DOCCONSULT","TOT","CAP","A","2011",2.5,
"ZAF","DOCCONSULT","TOT","CAP","A","2012",2.5,
"SWE","DOCCONSULT","TOT","CAP","A","2001",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2002",3,
"SWE","DOCCONSULT","TOT","CAP","A","2003",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2004",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2005",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2006",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2007",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2008",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2009",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2010",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2011",3,
"SWE","DOCCONSULT","TOT","CAP","A","2012",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2013",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2014",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2015",2.9,
"SWE","DOCCONSULT","TOT","CAP","A","2016",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2017",2.8,
"SWE","DOCCONSULT","TOT","CAP","A","2018",2.7,
"SWE","DOCCONSULT","TOT","CAP","A","2019",2.6,
"SWE","DOCCONSULT","TOT","CAP","A","2020",2.2,
"COL","DOCCONSULT","TOT","CAP","A","2009",1.2,
"COL","DOCCONSULT","TOT","CAP","A","2010",1.2,
"COL","DOCCONSULT","TOT","CAP","A","2011",1.6,
"COL","DOCCONSULT","TOT","CAP","A","2012",1.9,
"COL","DOCCONSULT","TOT","CAP","A","2013",1.7,
"COL","DOCCONSULT","TOT","CAP","A","2014",2.3,
"COL","DOCCONSULT","TOT","CAP","A","2015",2,
"COL","DOCCONSULT","TOT","CAP","A","2016",1.3,
"COL","DOCCONSULT","TOT","CAP","A","2017",1.9,
"COL","DOCCONSULT","TOT","CAP","A","2018",2.2,
"COL","DOCCONSULT","TOT","CAP","A","2019",2.6,
"LVA","DOCCONSULT","TOT","CAP","A","1980",9.8,
"LVA","DOCCONSULT","TOT","CAP","A","1981",9.8,
"LVA","DOCCONSULT","TOT","CAP","A","1982",10.1,
"LVA","DOCCONSULT","TOT","CAP","A","1983",10.3,
"LVA","DOCCONSULT","TOT","CAP","A","1984",10.4,
"LVA","DOCCONSULT","TOT","CAP","A","1985",10.4,
"LVA","DOCCONSULT","TOT","CAP","A","1986",10.6,
"LVA","DOCCONSULT","TOT","CAP","A","1987",10,
"LVA","DOCCONSULT","TOT","CAP","A","1988",9.4,
"LVA","DOCCONSULT","TOT","CAP","A","1989",8.5,
"LVA","DOCCONSULT","TOT","CAP","A","1990",8.1,
"LVA","DOCCONSULT","TOT","CAP","A","1991",7.4,
"LVA","DOCCONSULT","TOT","CAP","A","1992",6.1,
"LVA","DOCCONSULT","TOT","CAP","A","1993",5.2,
"LVA","DOCCONSULT","TOT","CAP","A","1994",5.1,
"LVA","DOCCONSULT","TOT","CAP","A","1995",4.8,
"LVA","DOCCONSULT","TOT","CAP","A","1996",4.3,
"LVA","DOCCONSULT","TOT","CAP","A","1997",4.5,
"LVA","DOCCONSULT","TOT","CAP","A","1998",4.6,
"LVA","DOCCONSULT","TOT","CAP","A","1999",4.9,
"LVA","DOCCONSULT","TOT","CAP","A","2000",4.8,
"LVA","DOCCONSULT","TOT","CAP","A","2001",4.8,
"LVA","DOCCONSULT","TOT","CAP","A","2002",4.6,
"LVA","DOCCONSULT","TOT","CAP","A","2003",4.8,
"LVA","DOCCONSULT","TOT","CAP","A","2004",5.1,
"LVA","DOCCONSULT","TOT","CAP","A","2005",5.3,
"LVA","DOCCONSULT","TOT","CAP","A","2006",5.6,
"LVA","DOCCONSULT","TOT","CAP","A","2007",6,
"LVA","DOCCONSULT","TOT","CAP","A","2008",6.2,
"LVA","DOCCONSULT","TOT","CAP","A","2009",5.9,
"LVA","DOCCONSULT","TOT","CAP","A","2010",5.9,
"LVA","DOCCONSULT","TOT","CAP","A","2011",6.3,
"LVA","DOCCONSULT","TOT","CAP","A","2012",7,
"LVA","DOCCONSULT","TOT","CAP","A","2013",6.2,
"LVA","DOCCONSULT","TOT","CAP","A","2014",5.8,
"LVA","DOCCONSULT","TOT","CAP","A","2015",5.9,
"LVA","DOCCONSULT","TOT","CAP","A","2016",5.9,
"LVA","DOCCONSULT","TOT","CAP","A","2017",6.1,
"LVA","DOCCONSULT","TOT","CAP","A","2018",6,
"LVA","DOCCONSULT","TOT","CAP","A","2019",6.1,
"LVA","DOCCONSULT","TOT","CAP","A","2020",5.1,
"LTU","DOCCONSULT","TOT","CAP","A","1980",9.1,
"LTU","DOCCONSULT","TOT","CAP","A","1985",13.2,
"LTU","DOCCONSULT","TOT","CAP","A","1986",10.7,
"LTU","DOCCONSULT","TOT","CAP","A","1987",9.9,
"LTU","DOCCONSULT","TOT","CAP","A","1988",9.5,
"LTU","DOCCONSULT","TOT","CAP","A","1989",8.5,
"LTU","DOCCONSULT","TOT","CAP","A","1990",9.6,
"LTU","DOCCONSULT","TOT","CAP","A","1991",9.5,
"LTU","DOCCONSULT","TOT","CAP","A","1992",8.7,
"LTU","DOCCONSULT","TOT","CAP","A","1993",8.2,
"LTU","DOCCONSULT","TOT","CAP","A","1994",7.7,
"LTU","DOCCONSULT","TOT","CAP","A","1995",7.1,
"LTU","DOCCONSULT","TOT","CAP","A","1996",7.1,
"LTU","DOCCONSULT","TOT","CAP","A","1997",7.3,
"LTU","DOCCONSULT","TOT","CAP","A","1998",7,
"LTU","DOCCONSULT","TOT","CAP","A","1999",6.8,
"LTU","DOCCONSULT","TOT","CAP","A","2000",6.4,
"LTU","DOCCONSULT","TOT","CAP","A","2001",6.6,
"LTU","DOCCONSULT","TOT","CAP","A","2002",6.5,
"LTU","DOCCONSULT","TOT","CAP","A","2003",6.6,
"LTU","DOCCONSULT","TOT","CAP","A","2004",6.7,
"LTU","DOCCONSULT","TOT","CAP","A","2005",7,
"LTU","DOCCONSULT","TOT","CAP","A","2006",6.8,
"LTU","DOCCONSULT","TOT","CAP","A","2007",7.2,
"LTU","DOCCONSULT","TOT","CAP","A","2008",7.3,
"LTU","DOCCONSULT","TOT","CAP","A","2009",7.2,
"LTU","DOCCONSULT","TOT","CAP","A","2010",7.3,
"LTU","DOCCONSULT","TOT","CAP","A","2011",7.7,
"LTU","DOCCONSULT","TOT","CAP","A","2012",8,
"LTU","DOCCONSULT","TOT","CAP","A","2013",8.1,
"LTU","DOCCONSULT","TOT","CAP","A","2014",8.6,
"LTU","DOCCONSULT","TOT","CAP","A","2015",8.8,
"LTU","DOCCONSULT","TOT","CAP","A","2016",9.2,
"LTU","DOCCONSULT","TOT","CAP","A","2017",9.5,
"LTU","DOCCONSULT","TOT","CAP","A","2018",9.9,
"LTU","DOCCONSULT","TOT","CAP","A","2019",9.5,
"LTU","DOCCONSULT","TOT","CAP","A","2020",6.3,
"CRI","DOCCONSULT","TOT","CAP","A","1966",1,
"CRI","DOCCONSULT","TOT","CAP","A","1967",1.2,
"CRI","DOCCONSULT","TOT","CAP","A","1968",1.2,
"CRI","DOCCONSULT","TOT","CAP","A","1969",1.3,
"CRI","DOCCONSULT","TOT","CAP","A","1970",1.3,
"CRI","DOCCONSULT","TOT","CAP","A","1971",1.3,
"CRI","DOCCONSULT","TOT","CAP","A","1972",1.5,
"CRI","DOCCONSULT","TOT","CAP","A","1973",1.6,
"CRI","DOCCONSULT","TOT","CAP","A","1974",1.7,
"CRI","DOCCONSULT","TOT","CAP","A","1975",1.8,
"CRI","DOCCONSULT","TOT","CAP","A","1976",2.1,
"CRI","DOCCONSULT","TOT","CAP","A","1977",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1978",2.4,
"CRI","DOCCONSULT","TOT","CAP","A","1979",2.4,
"CRI","DOCCONSULT","TOT","CAP","A","1980",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1981",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1982",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1983",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1984",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","1985",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","1986",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","1987",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","1988",2.1,
"CRI","DOCCONSULT","TOT","CAP","A","1989",2,
"CRI","DOCCONSULT","TOT","CAP","A","1990",2,
"CRI","DOCCONSULT","TOT","CAP","A","1991",2,
"CRI","DOCCONSULT","TOT","CAP","A","1992",2,
"CRI","DOCCONSULT","TOT","CAP","A","1993",1.9,
"CRI","DOCCONSULT","TOT","CAP","A","1994",1.9,
"CRI","DOCCONSULT","TOT","CAP","A","1995",2,
"CRI","DOCCONSULT","TOT","CAP","A","1996",2,
"CRI","DOCCONSULT","TOT","CAP","A","1997",2.1,
"CRI","DOCCONSULT","TOT","CAP","A","1998",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","1999",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2000",2.1,
"CRI","DOCCONSULT","TOT","CAP","A","2001",2.1,
"CRI","DOCCONSULT","TOT","CAP","A","2002",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2003",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2004",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2005",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2006",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2007",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2008",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2009",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2010",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2011",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2012",2.4,
"CRI","DOCCONSULT","TOT","CAP","A","2013",2.4,
"CRI","DOCCONSULT","TOT","CAP","A","2014",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2015",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2016",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2017",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2018",2.2,
"CRI","DOCCONSULT","TOT","CAP","A","2019",2.3,
"CRI","DOCCONSULT","TOT","CAP","A","2020",1.9,
